,Brand,Model,Version,Location,Fuel_Type,Transmission,Owner_Type,Year,Kilometers_Driven,Power,Seats,Predicted Price
468,Audi,Q5,2008-2012 2.0 TFSI Quattro,Mumbai,Petrol,Automatic,Second,2009,49000,208.0,5.0,8.275754716981137
469,Skoda,Laura,1.9 TDI AT Ambiente,Kochi,Diesel,Automatic,Second,2010,64132,105.0,5.0,4.644905660377357
470,Hyundai,Creta,1.6 CRDi SX Option,Hyderabad,Diesel,Manual,First,2016,41810,126.2,5.0,11.286320754716982
471,BMW,7,Series 730Ld,Mumbai,Diesel,Automatic,First,2013,60000,258.0,5.0,30.335754716981132
472,Mercedes-Benz,M-Class,ML 350 4Matic,Coimbatore,Diesel,Automatic,First,2016,22177,165.0,5.0,38.35801886792451
473,Ford,Figo,Diesel ZXI,Chennai,Diesel,Manual,First,2014,100000,68.05,5.0,3.5577358490566042
474,Skoda,Laura,Ambiente 2.0 TDI CR AT,Pune,Diesel,Automatic,First,2012,75000,138.1,5.0,7.084433962264152
475,Hyundai,i20,1.4 CRDi Magna,Mumbai,Diesel,Manual,First,2011,68000,90.0,5.0,3.4614150943396207
476,Toyota,Innova,2.5 G (Diesel) 7 Seater,Kochi,Diesel,Manual,First,2016,43518,100.0,7.0,8.633679245283018
477,Maruti,A-Star,AT Vxi Aktiv,Pune,Petrol,Automatic,First,2012,39100,66.1,5.0,2.476509433962264
478,Hyundai,Verna,1.6 VTVT,Delhi,Petrol,Manual,First,2011,58000,121.3,5.0,4.050471698113205
479,Honda,City,1.5 E MT,Mumbai,Petrol,Manual,First,2010,52000,118.0,5.0,3.2169811320754724
480,BMW,3,Series 320d,Jaipur,Diesel,Automatic,First,2014,80000,170.0,5.0,20.60762971698113
481,Maruti,Zen,Estilo VXI BSIII,Jaipur,Petrol,Manual,Second,2006,96000,67.1,5.0,1.5510377358490581
482,Skoda,Superb,Elegance 1.8 TSI AT,Delhi,Petrol,Automatic,First,2010,63000,157.75,5.0,5.168018867924528
483,Audi,Q3,2012-2015 35 TDI Quattro Premium,Hyderabad,Diesel,Automatic,First,2014,50000,174.33,5.0,27.718773584905666
484,Hyundai,EON,D Lite Plus,Hyderabad,Petrol,Manual,First,2014,15322,55.2,5.0,2.7883018867924534
485,Honda,Brio,E MT,Jaipur,Petrol,Manual,First,2012,47000,86.8,5.0,3.3684905660377344
486,Volkswagen,Vento,Diesel Highline,Chennai,Diesel,Manual,First,2011,76041,103.6,5.0,4.0467924528301875
487,Hyundai,Accent,GLE,Kolkata,Petrol,Manual,First,2009,46000,94.0,5.0,1.8691509433962277
488,Mahindra,Bolero,SLX,Jaipur,Diesel,Manual,Second,2013,160000,62.1,7.0,4.083584905660376
489,Maruti,Celerio,ZDi,Bangalore,Diesel,Manual,Second,2015,17000,47.0,5.0,3.0343396226415105
490,Hyundai,Grand,i10 CRDi Magna,Hyderabad,Diesel,Manual,First,2014,56000,70.0,5.0,4.426415094339621
491,Hyundai,Getz,GVS,Mumbai,Petrol,Manual,First,2005,35000,61.0,5.0,1.2590566037735842
492,Toyota,Innova,2.5 G (Diesel) 7 Seater,Coimbatore,Diesel,Manual,First,2015,54278,100.6,7.0,11.041886792452829
493,Hyundai,Xcent,1.2 CRDi SX,Kolkata,Diesel,Manual,First,2015,39000,73.97,5.0,4.1156603773584886
494,Audi,A6,2011-2015 2.0 TDI Premium Plus,Bangalore,Diesel,Automatic,First,2013,40000,174.33,5.0,21.319811320754724
495,Ford,EcoSport,1.5 Ti VCT AT Titanium,Kolkata,Petrol,Automatic,First,2013,41000,110.4,5.0,7.567075471698116
496,BMW,5,Series 530i Sport Line,Kolkata,Petrol,Automatic,First,2011,30342,252.0,5.0,20.158962264150933
497,Honda,City,ZX GXi,Mumbai,Petrol,Manual,Second,2008,88000,78.0,5.0,1.8354716981132075
498,Maruti,Wagon,R VXI 1.2,Chennai,Petrol,Manual,First,2018,9000,81.8,5.0,6.350094339622641
499,Maruti,Swift,Dzire VDi,Delhi,Diesel,Manual,First,2010,70000,73.9,5.0,3.0419811320754726
500,Volkswagen,Polo,Petrol Highline 1.2L,Kolkata,Petrol,Manual,First,2011,46279,73.9,5.0,2.37811320754717
501,Maruti,Ritz,LDi,Pune,Diesel,Manual,Second,2016,105000,73.94,5.0,4.205471698113208
502,Chevrolet,Optra,Magnum 2.0 LT,Chennai,Diesel,Manual,First,2011,130000,123.7,5.0,6.2297641509433985
503,Renault,KWID,RXL,Jaipur,Petrol,Manual,First,2017,30000,53.3,5.0,3.114433962264152
504,Volkswagen,Jetta,2013-2015 2.0L TDI Highline,Kolkata,Diesel,Manual,First,2013,54000,138.03,5.0,6.047641509433959
505,Ford,Figo,Diesel Titanium,Jaipur,Diesel,Manual,First,2010,65000,68.0,5.0,2.1283018867924524
506,Maruti,Swift,Dzire VXi,Hyderabad,Petrol,Manual,First,2010,70000,85.8,5.0,3.161226415094342
507,Mercedes-Benz,E-Class,2015-2017 E250 CDI Avantgarde,Pune,Diesel,Automatic,First,2015,46000,204.0,5.0,31.358490566037727
508,Chevrolet,Spark,1.0 LS,Pune,Petrol,Manual,First,2007,113000,62.0,5.0,1.2588679245283014
509,Hyundai,Grand,i10 Sportz,Jaipur,Petrol,Manual,First,2016,67310,82.0,5.0,4.5688679245283
510,Honda,Jazz,VX CVT,Pune,Petrol,Automatic,First,2019,1015,88.7,5.0,9.721603773584897
511,Honda,City,1.5 S MT,Jaipur,Petrol,Manual,Second,2011,83035,118.0,5.0,4.0310377358490594
512,Toyota,Innova,2.5 G (Diesel) 7 Seater BS IV,Kolkata,Diesel,Manual,First,2015,36983,100.0,7.0,8.88009433962264
513,Chevrolet,Cruze,LTZ,Pune,Diesel,Manual,Third,2010,76000,147.9,5.0,6.49747641509434
514,Skoda,Rapid,1.6 MPI AT Style Plus,Coimbatore,Petrol,Automatic,First,2019,14148,103.52,5.0,9.796226415094337
515,Maruti,Ritz,VDi,Kolkata,Diesel,Manual,First,2011,71428,73.9,5.0,2.478773584905662
516,Maruti,Ritz,ZXi,Mumbai,Petrol,Manual,Second,2015,10500,85.8,5.0,4.91688679245283
517,Honda,City,1.5 S AT,Kochi,Petrol,Automatic,First,2010,58997,118.0,5.0,3.430283018867923
518,Maruti,Celerio,VXI,Delhi,Petrol,Manual,First,2015,39842,67.04,5.0,3.565849056603772
519,Maruti,Alto,K10 LXI CNG,Kochi,CNG,Manual,First,2015,47490,58.2,4.0,3.437547169811321
520,Tata,Indica,Vista Aqua 1.2 Safire,Jaipur,Petrol,Manual,First,2009,45000,65.0,5.0,1.6095283018867932
521,Honda,City,i VTEC V,Hyderabad,Petrol,Manual,First,2011,80000,117.3,5.0,5.268018867924528
523,Skoda,Rapid,Ultima 1.6 TDI Ambition Plus,Coimbatore,Diesel,Manual,First,2015,55409,103.5,5.0,6.103113207547173
524,Maruti,SX4,ZXI AT,Mumbai,Petrol,Automatic,First,2009,77000,103.3,5.0,2.602169811320755
526,Maruti,Alto,800 LXI,Coimbatore,Petrol,Manual,First,2016,59491,47.3,5.0,3.706981132075472
527,Mahindra,Scorpio,SLX 2.6 Turbo 8 Str,Hyderabad,Diesel,Manual,First,2007,51000,120.0,7.0,4.423490566037738
528,Maruti,Baleno,Zeta 1.2,Coimbatore,Petrol,Manual,First,2017,18725,83.1,5.0,7.346132075471699
529,BMW,X3,2.5si,Bangalore,Petrol,Automatic,First,2009,92000,218.0,5.0,9.958113207547173
530,Maruti,Ritz,VDi,Coimbatore,Diesel,Manual,First,2013,61450,73.9,5.0,4.52509433962264
531,Hyundai,EON,1.0 Kappa Magna Plus,Coimbatore,Petrol,Manual,First,2016,18592,68.05,5.0,4.207924528301885
532,Chevrolet,Enjoy,1.3 TCDi LTZ 7,Bangalore,Diesel,Manual,Second,2013,65137,73.74,7.0,4.891320754716984
533,Volkswagen,Polo,Diesel Comfortline 1.2L,Pune,Diesel,Manual,Second,2011,83000,73.9,5.0,2.5307232704402525
534,Hyundai,Verna,1.6 CRDi EX AT,Delhi,Diesel,Automatic,First,2013,37000,126.3,5.0,7.039245283018872
535,Honda,BRV,i-VTEC V CVT,Coimbatore,Petrol,Automatic,First,2017,14052,117.3,7.0,12.114339622641522
536,Hyundai,i10,Magna 1.2,Coimbatore,Petrol,Manual,First,2011,45086,78.9,5.0,3.769622641509433
537,Maruti,Wagon,R VXI BS IV,Bangalore,Petrol,Manual,Second,2016,25400,67.04,5.0,3.6780188679245276
538,Toyota,Innova,2.5 G4 Diesel 8-seater,Hyderabad,Diesel,Manual,First,2008,194500,102.0,8.0,5.661792452830188
539,Toyota,Innova,2.5 V Diesel 8-seater,Pune,Diesel,Manual,First,2014,89000,102.0,8.0,9.781509433962265
540,Hyundai,Verna,1.4 CX,Kolkata,Diesel,Manual,First,2012,50000,88.7,5.0,4.005283018867925
541,Hyundai,i20,Sportz AT 1.4,Pune,Petrol,Automatic,First,2012,76551,98.6,5.0,4.056132075471699
542,Volkswagen,Polo,1.2 MPI Highline,Mumbai,Petrol,Manual,First,2017,9700,74.0,5.0,5.732641509433963
543,Hyundai,Verna,1.6 EX VTVT,Mumbai,Petrol,Manual,First,2013,58000,121.3,5.0,5.4321698113207555
544,Hyundai,i20,Magna Optional 1.2,Kolkata,Petrol,Manual,Second,2013,46000,82.9,5.0,3.1416037735849054
545,Hyundai,Elantra,CRDi SX,Bangalore,Diesel,Manual,First,2014,72017,126.24,5.0,7.4294339622641505
546,Ford,EcoSport,1.5 TDCi Titanium,Kolkata,Diesel,Manual,First,2015,54407,98.59,5.0,5.82292452830189
547,Toyota,Innova,2.5 VX (Diesel) 8 Seater,Hyderabad,Diesel,Manual,First,2012,147000,100.0,8.0,9.502924528301884
548,Audi,Q3,35 TDI Quattro Premium Plus,Jaipur,Diesel,Automatic,First,2015,61000,174.33,5.0,23.86599056603773
549,Skoda,Rapid,1.6 MPI AT Style,Mumbai,Petrol,Automatic,First,2016,18856,103.52,5.0,7.9473584905660415
550,BMW,X6,xDrive30d,Hyderabad,Diesel,Automatic,First,2011,76000,241.0,4.0,26.869245283018866
551,Mahindra,KUV,100 D75 K8 5Str,Delhi,Diesel,Manual,First,2017,17700,77.0,5.0,6.061603773584905
552,Nissan,Micra,Diesel XV,Kochi,Diesel,Manual,First,2014,82267,63.1,5.0,3.229433962264153
553,Honda,City,i VTEC CVT VX,Kochi,Petrol,Automatic,First,2018,27041,117.3,5.0,11.559622641509439
554,Maruti,Alto,K10 VXI,Bangalore,Petrol,Manual,Second,2014,63000,67.1,5.0,3.3587735849056624
555,Maruti,Wagon,R VXI Minor,Hyderabad,Petrol,Manual,First,2008,61000,67.0,5.0,2.020000000000001
556,Mahindra,TUV,300 2015-2019 T8,Kochi,Diesel,Manual,First,2018,28466,100.0,7.0,9.041886792452832
558,Hyundai,EON,Era Plus,Delhi,Petrol,Manual,First,2013,35373,55.2,5.0,2.329716981132074
559,Tata,New,Safari DICOR 2.2 EX 4x2,Jaipur,Diesel,Manual,First,2014,51000,138.1,7.0,9.189150943396227
560,Audi,A6,2011-2015 2.0 TDI,Mumbai,Diesel,Automatic,First,2013,49000,174.33,5.0,20.47830188679245
561,Nissan,Sunny,Diesel XV,Kolkata,Diesel,Manual,First,2015,41000,84.8,5.0,4.467547169811322
562,Toyota,Innova,2.5 G4 Diesel 7-seater,Bangalore,Diesel,Manual,Second,2011,82831,102.0,7.0,6.516132075471698
563,Honda,City,1.5 E MT,Mumbai,Petrol,Manual,First,2010,52000,118.0,5.0,3.2169811320754724
564,Maruti,Swift,VDI BSIV,Hyderabad,Diesel,Manual,First,2015,39736,74.0,5.0,6.054245283018873
565,Renault,Duster,110PS Diesel RxL,Mumbai,Diesel,Manual,First,2014,26500,108.45,5.0,6.986037735849059
566,Maruti,Dzire,VXI,Mumbai,Petrol,Manual,First,2010,40000,81.8,5.0,2.35367924528302
567,Jeep,Compass,2.0 Limited Option 4X4,Coimbatore,Diesel,Manual,First,2019,5752,170.0,5.0,22.606698113207543
568,Nissan,Terrano,XV D Pre,Chennai,Diesel,Manual,Second,2015,54000,108.5,5.0,7.489339622641514
569,Maruti,Wagon,R LXI,Kolkata,Petrol,Manual,First,2014,54841,67.04,5.0,3.1150943396226425
570,Ford,Ecosport,1.5 DV5 MT Titanium,Hyderabad,Diesel,Manual,First,2014,34000,89.84,5.0,6.805471698113211
571,Honda,Brio,E MT,Ahmedabad,Petrol,Manual,First,2012,16000,86.8,5.0,3.705188679245282
573,Skoda,Superb,L&K 2.0 TDI AT,Mumbai,Diesel,Automatic,First,2017,24000,174.5,5.0,29.980345911949687
574,Mahindra,Xylo,E8,Bangalore,Diesel,Manual,First,2013,60000,112.0,8.0,7.452358490566037
575,Hyundai,EON,1.0 Era Plus,Kochi,Petrol,Manual,First,2015,58469,68.05,5.0,3.8419811320754733
576,Volkswagen,Polo,Diesel Highline 1.2L,Pune,Diesel,Manual,Second,2011,110000,73.9,5.0,2.6463836477987424
577,Hyundai,Elantra,2.0 SX Option AT,Kochi,Petrol,Automatic,First,2018,21127,149.92,5.0,24.20924528301887
578,Toyota,Innova,2.0 V,Pune,Petrol,Manual,First,2013,56000,132.0,8.0,8.641698113207548
579,Mahindra,Xylo,H9,Mumbai,Diesel,Manual,First,2014,101000,118.3,8.0,6.743584905660379
580,Hyundai,i20,1.2 Magna Executive,Hyderabad,Petrol,Manual,First,2018,13664,81.83,5.0,6.60830188679245
581,Renault,Duster,Adventure Edition,Mumbai,Diesel,Manual,First,2014,65371,108.45,5.0,6.979905660377359
582,Hyundai,Verna,VTVT 1.6 SX,Delhi,Petrol,Manual,First,2014,70428,121.3,5.0,6.253018867924531
583,Hyundai,Verna,1.6 CRDI,Bangalore,Diesel,Manual,First,2012,69010,126.3,5.0,5.940377358490566
584,Maruti,Alto,800 2016-2019 LXI,Kolkata,Petrol,Manual,First,2017,68000,47.3,5.0,2.7583018867924545
585,Nissan,Sunny,2011-2014 Diesel XL,Kolkata,Diesel,Manual,First,2012,45000,84.8,5.0,3.585094339622642
586,Maruti,Swift,Dzire Vdi BSIV,Ahmedabad,Diesel,Manual,First,2017,55945,73.9,5.0,5.176415094339622
587,Chevrolet,Sail,Hatchback LS ABS,Hyderabad,Diesel,Manual,First,2013,70000,76.9,5.0,4.261226415094339
588,Maruti,Wagon,R LXI,Mumbai,Petrol,Manual,First,2014,12000,67.1,5.0,3.125000000000001
589,Toyota,Corolla,Altis VL AT,Coimbatore,Petrol,Automatic,First,2019,10660,138.03,5.0,28.389150943396242
590,Toyota,Etios,G,Delhi,Petrol,Manual,First,2012,52052,88.73,5.0,3.6833018867924507
591,Mercedes-Benz,New,C-Class 220 CDI AT,Chennai,Diesel,Automatic,Second,2012,62940,170.0,5.0,15.698584905660377
592,Hyundai,Santro,Xing GL Plus,Kolkata,Petrol,Manual,First,2012,102000,62.1,5.0,2.352830188679245
593,Volkswagen,Vento,Diesel Highline,Chennai,Diesel,Manual,First,2012,60000,103.6,5.0,5.042547169811316
594,Nissan,Sunny,2011-2014 XL AT Special Edition,Pune,Petrol,Automatic,First,2013,66000,99.6,5.0,4.295377358490566
595,Honda,Brio,1.2 VX MT,Hyderabad,Petrol,Manual,First,2012,41000,86.8,5.0,3.543207547169811
596,Honda,CR-V,2.4 4WD AT,Chennai,Petrol,Automatic,Third,2005,135000,152.0,5.0,4.0219811320754735
597,Honda,City,1.5 S AT,Pune,Petrol,Automatic,First,2012,72000,116.4,5.0,5.349811320754718
598,Mercedes-Benz,New,C-Class C 220 CDI Celebration Edition,Delhi,Diesel,Automatic,First,2014,55000,167.62,5.0,24.478922955974838
599,Ford,Ecosport,1.0 Ecoboost Titanium,Coimbatore,Petrol,Manual,First,2016,37354,123.37,5.0,10.163301886792457
600,Mercedes-Benz,GLE,250d,Delhi,Diesel,Automatic,First,2016,21000,201.15,5.0,35.65792452830189
601,BMW,5,Series 2013-2017 520d Luxury Line,Bangalore,Diesel,Automatic,First,2015,66508,190.0,5.0,25.639622641509426
602,Mercedes-Benz,GL-Class,350 CDI Blue Efficiency,Hyderabad,Diesel,Automatic,First,2013,88000,254.8,7.0,39.413018867924535
603,Toyota,Fortuner,4x4 MT TRD Sportivo,Bangalore,Diesel,Manual,First,2012,52000,169.0,7.0,14.866981132075475
604,Mercedes-Benz,CLA,200 D Sport Edition,Coimbatore,Diesel,Automatic,First,2017,41372,136.0,5.0,22.171037735849048
605,Skoda,Rapid,1.5 TDI AT Ambition,Jaipur,Diesel,Automatic,Second,2017,50000,108.4,5.0,10.560377358490566
607,Honda,Amaze,S i-Dtech,Kolkata,Diesel,Manual,First,2013,51637,98.6,5.0,3.8835849056603764
608,Toyota,Corolla,Altis G,Mumbai,Petrol,Manual,First,2009,48233,138.1,5.0,4.26490566037736
609,Hyundai,Grand,i10 Asta,Chennai,Petrol,Manual,Second,2016,58000,82.0,5.0,4.979622641509433
610,Honda,Jazz,1.2 V CVT i VTEC,Chennai,Petrol,Automatic,First,2015,44550,88.7,5.0,5.859528301886794
611,Hyundai,Verna,1.6 SX,Ahmedabad,Diesel,Manual,First,2013,60001,126.32,5.0,6.060377358490567
612,Toyota,Fortuner,4x2 AT,Delhi,Diesel,Automatic,First,2014,150000,168.5,7.0,17.628899371069174
613,Mercedes-Benz,E-Class,2009-2013 E350 CDI Avantgarde,Delhi,Diesel,Automatic,First,2015,33000,210.0,5.0,30.10320754716982
615,Volkswagen,Polo,1.5 TDI Highline,Jaipur,Diesel,Manual,First,2015,62766,88.8,5.0,5.1278301886792494
616,Maruti,Wagon,R LXI BS IV,Delhi,Petrol,Manual,First,2010,73575,67.1,5.0,2.2801886792452835
617,Honda,Amaze,SX i-DTEC,Pune,Diesel,Manual,First,2015,63000,98.6,5.0,5.143490566037737
618,Toyota,Innova,Crysta 2.8 ZX AT,Jaipur,Diesel,Automatic,First,2017,27270,171.5,7.0,30.519622641509415
619,Mercedes-Benz,New,C-Class C 220 CDI Avantgarde,Bangalore,Diesel,Automatic,First,2016,41737,170.0,5.0,31.250094339622642
620,Mercedes-Benz,New,C-Class C 220d Avantgarde Edition C,Coimbatore,Diesel,Automatic,First,2018,28358,167.62,5.0,37.05896226415091
621,Maruti,Ritz,VDi ABS,Pune,Diesel,Manual,Second,2012,75500,73.9,5.0,3.388396226415093
622,Honda,Jazz,1.2 VX i VTEC,Mumbai,Petrol,Manual,First,2016,9900,88.7,5.0,6.256981132075471
623,Honda,Brio,S MT,Mumbai,Petrol,Manual,First,2014,17000,86.8,5.0,4.216981132075469
625,Hyundai,Creta,1.4 CRDi S Plus,Bangalore,Diesel,Manual,First,2015,68178,88.7,5.0,6.641792452830188
626,Hyundai,Getz,GLE,Hyderabad,Petrol,Manual,First,2009,52008,83.0,5.0,2.624622641509435
627,Chevrolet,Beat,Diesel LS,Kolkata,Diesel,Manual,First,2013,76000,56.3,5.0,2.1875471698113214
628,Audi,A6,2011-2015 2.0 TDI Premium Plus,Kochi,Diesel,Automatic,First,2015,48222,174.33,5.0,22.058867924528304
629,Hyundai,Xcent,1.2 Kappa SX Option,Delhi,Petrol,Manual,First,2016,100000,82.0,5.0,4.114622641509432
630,Maruti,Swift,Dzire VDi,Delhi,Diesel,Manual,First,2010,68000,73.9,5.0,3.058962264150944
631,Mitsubishi,Pajero,Sport 4X2 AT,Coimbatore,Diesel,Automatic,First,2015,76115,175.56,7.0,21.721698113207545
633,Toyota,Fortuner,4x2 AT,Hyderabad,Diesel,Automatic,First,2013,142000,168.5,7.0,19.291698113207545
634,Volvo,S60,D5 Kinetic,Hyderabad,Diesel,Automatic,First,2011,70000,215.0,5.0,10.11075471698113
635,Hyundai,Creta,1.6 CRDi SX,Coimbatore,Diesel,Manual,First,2016,34224,126.2,5.0,11.581226415094351
636,Mercedes-Benz,E-Class,2009-2013 E250 CDI Avantgarde,Ahmedabad,Diesel,Automatic,Second,2012,50000,203.0,5.0,16.935094339622648
637,Honda,Mobilio,V i DTEC,Mumbai,Diesel,Manual,First,2015,30000,98.6,7.0,6.130754716981131
638,Renault,Captur,1.5 Diesel RXL,Bangalore,Diesel,Manual,First,2018,22000,108.45,5.0,12.986037735849058
639,Hyundai,EON,Sportz,Kolkata,Petrol,Manual,First,2017,4000,55.2,5.0,2.9194339622641516
640,Volvo,XC90,2007-2015 D5 AWD,Delhi,Diesel,Manual,First,2014,22230,200.0,7.0,22.87594339622642
641,Maruti,A-Star,AT VXI,Bangalore,Petrol,Automatic,First,2011,46000,66.1,5.0,2.6868867924528286
642,Mercedes-Benz,E-Class,2009-2013 E250 CDI Blue Efficiency,Pune,Diesel,Automatic,First,2013,88700,203.0,5.0,21.32235849056604
643,Hyundai,Grand,i10 Sportz,Hyderabad,Petrol,Manual,First,2015,56000,82.0,5.0,5.127830188679247
644,Audi,A3,35 TDI Attraction,Ahmedabad,Diesel,Automatic,First,2014,84004,143.0,5.0,16.34830188679246
645,BMW,5,Series 2013-2017 530d M Sport,Bangalore,Diesel,Automatic,First,2015,16000,258.0,5.0,43.92783018867924
646,Mahindra,XUV500,W6 2WD,Jaipur,Diesel,Manual,Second,2015,85009,140.0,7.0,14.620566037735848
647,Ford,Ecosport,1.0 Ecoboost Titanium,Mumbai,Petrol,Manual,First,2014,86000,123.37,5.0,6.4121698113207595
648,Chevrolet,Enjoy,TCDi LS 7 Seater,Coimbatore,Diesel,Manual,First,2015,93442,73.8,7.0,4.81207547169811
649,Mahindra,Scorpio,S10 8 Seater,Chennai,Diesel,Manual,First,2015,65000,120.0,8.0,8.189905660377361
650,Hyundai,i20,2015-2017 1.2 Magna,Pune,Petrol,Manual,First,2013,67000,80.0,5.0,4.157358490566037
651,Renault,Pulse,RxZ,Coimbatore,Diesel,Manual,First,2014,31513,63.12,5.0,3.9349999999999987
652,Maruti,Swift,Dzire ZDI,Coimbatore,Diesel,Manual,First,2017,75724,74.0,5.0,5.101509433962267
653,Hyundai,EON,Magna Plus,Kolkata,Petrol,Manual,First,2013,69000,55.2,5.0,2.106415094339623
654,Nissan,Micra,XL,Mumbai,Petrol,Manual,First,2010,65000,75.0,5.0,2.1869811320754717
655,Skoda,Superb,L&K 2.0 TDI AT,Mumbai,Diesel,Automatic,First,2017,27000,174.5,5.0,29.505157232704395
656,Maruti,Swift,VXI,Chennai,Petrol,Manual,First,2014,56049,85.8,5.0,4.4588679245283
657,Skoda,Rapid,1.6 TDI Ambition,Pune,Diesel,Manual,First,2012,96987,103.5,5.0,4.113113207547169
659,Hyundai,i10,Sportz 1.2,Bangalore,Petrol,Manual,First,2010,69000,78.9,5.0,3.2341509433962257
660,Honda,Jazz,1.5 S i DTEC,Bangalore,Diesel,Manual,First,2015,33500,98.6,5.0,5.981320754716983
661,Toyota,Innova,2.5 VX (Diesel) 8 Seater,Chennai,Diesel,Manual,First,2012,93000,100.0,8.0,9.49264150943396
662,Volvo,XC60,D4 SUMMUM,Ahmedabad,Diesel,Automatic,First,2013,64000,181.0,5.0,16.89433962264151
663,Maruti,Ciaz,ZDi Plus SHVS,Kochi,Diesel,Manual,First,2017,48045,88.5,5.0,8.38316037735849
664,Mitsubishi,Pajero,2.8 SFX,Hyderabad,Diesel,Manual,First,2009,94000,107.2,6.0,5.849433962264154
665,Maruti,Alto,LXi,Chennai,Petrol,Manual,First,2011,60000,46.3,5.0,1.969528301886792
667,BMW,3,Series 320d,Bangalore,Diesel,Automatic,First,2011,56000,170.0,5.0,12.812735849056601
668,Hyundai,i20,1.4 CRDi Asta,Pune,Diesel,Manual,First,2012,98472,90.0,5.0,4.636320754716984
669,Hyundai,Creta,1.6 CRDi SX,Hyderabad,Diesel,Manual,First,2016,37800,126.2,5.0,11.543773584905665
670,Maruti,Omni,5 Seater BSIV,Coimbatore,Petrol,Manual,First,2016,63617,35.0,5.0,3.22745283018868
671,Hyundai,Verna,CRDi SX ABS,Ahmedabad,Diesel,Manual,First,2011,68000,110.0,5.0,4.411226415094338
672,Maruti,Baleno,Sigma 1.2,Kochi,Petrol,Manual,First,2017,11282,83.1,5.0,6.823584905660383
673,Honda,Amaze,S i-Dtech,Chennai,Diesel,Manual,First,2013,75000,98.6,5.0,4.615849056603773
674,BMW,X3,xDrive20d Advantage Edition,Coimbatore,Diesel,Automatic,First,2014,78984,184.0,5.0,21.7622641509434
675,Skoda,Superb,Style 1.8 TSI AT,Mumbai,Petrol,Automatic,First,2016,71000,177.46,5.0,18.509245283018867
676,Honda,Brio,1.2 VX MT,Kochi,Petrol,Manual,First,2014,43814,86.8,5.0,4.058679245283015
677,Hyundai,i10,Magna,Kolkata,Petrol,Manual,First,2011,60000,78.9,5.0,2.4537735849056617
679,Audi,A6,2011-2015 2.0 TDI Premium Plus,Kochi,Diesel,Automatic,First,2015,65438,174.33,5.0,22.33556603773584
680,Renault,Duster,85PS Diesel RxL,Mumbai,Diesel,Manual,First,2014,28215,83.8,5.0,5.21566037735849
681,Honda,WRV,i-DTEC VX,Kochi,Diesel,Manual,First,2019,15053,98.6,5.0,9.791886792452829
682,Honda,Mobilio,RS Option i DTEC,Bangalore,Diesel,Manual,First,2015,38000,98.6,7.0,6.42
683,Volkswagen,Polo,Petrol Highline 1.2L,Kochi,Petrol,Manual,First,2012,64213,73.9,5.0,3.0140566037735845
684,Mercedes-Benz,E-Class,E 220 d,Delhi,Petrol,Automatic,First,2017,15000,191.34,5.0,38.27490566037735
685,Mercedes-Benz,S,Class 2005 2013 S 350 CDI,Hyderabad,Diesel,Automatic,First,2011,82000,282.0,5.0,22.7888679245283
686,Hyundai,Accent,GLX,Pune,Petrol,Manual,Second,2009,60000,94.0,5.0,2.0523584905660375
687,Maruti,Swift,Dzire VXi,Chennai,Petrol,Manual,First,2012,158000,85.8,5.0,3.8360377358490556
688,Hyundai,i10,Magna,Chennai,Petrol,Manual,First,2007,73000,78.9,5.0,1.777075471698114
689,Honda,Brio,1.2 S MT,Coimbatore,Petrol,Manual,First,2013,71601,86.8,5.0,4.349150943396227
690,Maruti,Ritz,VDi,Hyderabad,Diesel,Manual,First,2015,82328,73.9,5.0,5.676037735849056
691,Honda,Brio,1.2 S MT,Kolkata,Petrol,Manual,First,2011,38000,86.8,5.0,2.473396226415094
692,Maruti,Swift,VXI BSIV,Pune,Petrol,Manual,First,2014,85000,81.8,5.0,4.7104716981132055
693,Renault,Duster,110PS Diesel RxL,Jaipur,Diesel,Manual,First,2012,116000,108.45,5.0,6.1630188679245315
694,Hyundai,Santro,Xing GLS,Mumbai,Petrol,Manual,Second,2008,65000,62.1,5.0,1.433301886792452
695,Mahindra,KUV,100 G80 K4 Plus 5Str,Chennai,Petrol,Manual,First,2018,5600,82.0,5.0,6.297452830188678
696,Ford,Endeavour,3.0L 4X4 AT,Delhi,Diesel,Automatic,First,2012,68000,153.86,7.0,8.162358490566037
697,Tata,Indica,Vista Terra 1.2 Safire BS IV,Kolkata,Petrol,Manual,First,2010,29300,65.0,5.0,1.7228301886792445
698,Land,Rover,Discovery Sport TD4 S,Kochi,Diesel,Automatic,First,2018,23342,147.5,5.0,27.64877358490567
699,BMW,3,Series 320d Sport,Coimbatore,Diesel,Automatic,First,2017,41078,190.0,5.0,34.384528301886775
700,Volkswagen,Vento,1.5 TDI Highline Plus,Chennai,Diesel,Manual,First,2014,38000,108.49,5.0,6.206509433962268
701,Tata,Indica,Vista TDI LS,Hyderabad,Diesel,Manual,Second,2013,132000,70.0,5.0,3.6692452830188675
702,Maruti,Alto,800 LXI,Pune,Petrol,Manual,First,2015,35000,47.3,5.0,2.70169811320755
703,Ford,Figo,Diesel LXI,Ahmedabad,Diesel,Manual,First,2012,80000,68.0,5.0,2.783490566037735
705,Honda,Jazz,1.2 V i VTEC,Kolkata,Petrol,Manual,First,2015,27525,88.7,5.0,5.14047169811321
